SeqId,Heap3SortNComp,Heap3SortTns,CountingSortNComp,CountingSortTns,
seq_1050_29,5273126,101300,1499,9000,
seq_1050_30,5278676,100200,1495,8700,
seq_1050_31,5284229,112200,1499,10200,
seq_1050_32,5289805,109000,1495,9800,
seq_1050_33,5295380,105900,1499,9000,
seq_1050_34,5300947,103300,1500,9200,
seq_1050_35,5306531,102100,1496,9300,
seq_1050_36,5312136,105400,1498,9300,
seq_1050_37,5317735,101900,1497,9200,
seq_1050_38,5323306,103700,1499,17900,
seq_1050_39,5328900,101400,1499,9700,
seq_1050_40,5334476,102500,1499,10700,
seq_1050_41,5340031,108500,1499,8900,
seq_1050_42,5345643,104000,1495,14400,
seq_1050_43,5351221,107100,1499,9000,
seq_1050_44,5356788,101800,1496,9500,
seq_1050_45,5362367,102800,1498,9800,
seq_1050_46,5367946,101400,1500,9300,
seq_1050_47,5373548,102500,1498,9700,
seq_1050_48,5379107,234700,1497,18600,
seq_1050_49,5384716,106300,1498,8800,
seq_1050_50,5390326,101300,1500,9000,
seq_1050_51,5395917,102200,1500,9800,
seq_1050_52,5401487,102500,1500,10000,
seq_1050_53,5407082,102400,1500,9200,
seq_1050_54,5412668,107000,1498,9800,
seq_1050_55,5418269,103600,1499,16100,
seq_1050_56,5423792,107800,1499,8400,
seq_1050_57,5429348,114400,1500,11400,
seq_1050_58,5434917,102800,1499,8200,
seq_1050_59,5440491,105200,1498,9300,
seq_1050_60,5446040,101900,1500,8900,
seq_1050_61,5451618,102300,1498,9800,
seq_1050_62,5457221,103000,1497,10100,
seq_1050_63,5462837,102300,1497,9600,
seq_1050_64,5468433,241300,1495,13300,
seq_1050_65,5474003,101300,1498,10100,
seq_1050_66,5479576,108100,1500,8900,
seq_1050_67,5485159,101900,1499,8900,
seq_1050_68,5490723,102700,1498,8600,
seq_1050_69,5496338,101900,1499,9100,
seq_1050_70,5501928,103400,1497,9400,
seq_1050_71,5507499,101600,1496,9000,
seq_1050_72,5513081,102100,1498,9400,
seq_1050_73,5518660,101700,1498,9000,
seq_1050_74,5524244,101100,1494,9700,
seq_1050_75,5529804,102000,1498,9800,
seq_1050_76,5535355,101500,1500,9600,
seq_1050_77,5540972,103500,1498,8700,
seq_1050_78,5546518,102200,1499,8900,
seq_1050_79,5552120,103400,1494,8400,
seq_1050_80,5557688,100500,1499,9000,
seq_1050_81,5563302,100300,1499,9000,
seq_1050_82,5568887,100700,1497,8800,
seq_1050_83,5574463,100900,1500,8700,
seq_1050_84,5580029,102100,1500,9800,
seq_1050_85,5585626,103200,1494,9600,
seq_1050_86,5591220,106700,1497,7900,
seq_1050_87,5596761,103700,1499,8300,
seq_1050_88,5602308,101200,1499,9000,
seq_1050_89,5607911,101400,1499,9500,
seq_1050_90,5613485,98800,1498,8400,
seq_1050_91,5619054,101300,1494,9000,
seq_1050_92,5624643,110000,1495,8300,
seq_1050_93,5630210,107200,1494,9500,
seq_1050_94,5635823,101300,1499,15900,
seq_1050_95,5641442,103500,1498,9800,
seq_1050_96,5647034,102300,1500,9200,
seq_1050_97,5652607,114300,1498,9700,
seq_1050_98,5658193,106700,1499,10000,
seq_1050_99,5663766,102200,1496,9200,
seq_1100_0,5669617,108200,1496,10400,
seq_1100_1,5675477,107700,1497,9500,
seq_1100_2,5681341,187400,1499,9000,
seq_1100_3,5687213,111700,1498,9800,
seq_1100_4,5693112,109100,1496,10200,
seq_1100_5,5698989,108100,1499,10000,
seq_1100_6,5704881,108200,1500,10200,
seq_1100_7,5710769,110500,1496,10000,
seq_1100_8,5716652,111200,1498,11000,
seq_1100_9,5722528,106900,1497,9700,
seq_1100_10,5728416,108500,1498,10500,
seq_1100_11,5734284,108400,1497,9600,
seq_1100_12,5740177,111900,1499,9300,
seq_1100_13,5746052,107300,1497,11700,
seq_1100_14,5751899,106500,1500,9300,
seq_1100_15,5757802,110400,1496,9300,
seq_1100_16,5763678,108100,1500,9800,
seq_1100_17,5769555,109300,1499,11100,
seq_1100_18,5775462,114600,1500,10500,
seq_1100_19,5781302,107300,1500,9600,
seq_1100_20,5787150,107900,1497,9700,
seq_1100_21,5793022,108100,1500,9800,
seq_1100_22,5798884,113000,1498,10300,
seq_1100_23,5804736,106400,1497,9400,
seq_1100_24,5810650,108000,1497,9600,
seq_1100_25,5816491,110700,1498,9400,
seq_1100_26,5822363,111900,1497,9600,
seq_1100_27,5828240,109300,1497,10200,
seq_1100_28,5834121,106100,1500,10200,
seq_1100_29,5840000,107400,1498,9600,
seq_1100_30,5845890,110400,1492,9100,
seq_1100_31,5851817,108800,1500,9500,
seq_1100_32,5857713,109600,1500,9600,
seq_1100_33,5863617,107400,1499,9400,
seq_1100_34,5869529,108400,1499,9400,
seq_1100_35,5875411,111500,1500,8900,
seq_1100_36,5881297,108700,1500,9100,
seq_1100_37,5887193,106900,1500,9700,
seq_1100_38,5893077,107800,1500,9900,
seq_1100_39,5898975,108600,1499,9300,
seq_1100_40,5904840,111200,1500,9500,
seq_1100_41,5910717,109700,1497,9300,
seq_1100_42,5916607,108000,1499,10200,
seq_1100_43,5922507,108400,1500,10200,
seq_1100_44,5928352,108000,1499,9900,
seq_1100_45,5934224,108800,1499,8600,
seq_1100_46,5940096,107200,1500,9400,
seq_1100_47,5945953,107400,1500,9900,
seq_1100_48,5951809,108600,1499,9500,
seq_1100_49,5957714,107500,1500,9300,
seq_1100_50,5963621,108000,1500,12300,
seq_1100_51,5969481,108000,1498,9600,
seq_1100_52,5975365,107600,1500,9800,
seq_1100_53,5981276,106500,1500,9400,
seq_1100_54,5987177,108100,1498,11000,
seq_1100_55,5993069,106800,1494,9300,
seq_1100_56,5998940,108800,1498,10100,
seq_1100_57,6004828,107100,1497,10800,
seq_1100_58,6010707,111400,1498,20600,
seq_1100_59,6016604,106700,1495,9600,
seq_1100_60,6022484,107300,1498,9500,
seq_1100_61,6028395,107400,1500,10100,
seq_1100_62,6034308,107600,1498,15000,
seq_1100_63,6040185,106800,1495,9300,
seq_1100_64,6046098,108000,1500,9800,
seq_1100_65,6051970,112400,1499,10100,
seq_1100_66,6057843,107700,1500,19900,
seq_1100_67,6063728,108700,1500,9800,
seq_1100_68,6069612,108100,1489,10400,
seq_1100_69,6075494,108500,1495,9500,
seq_1100_70,6081364,229100,1499,34300,
seq_1100_71,6087254,108500,1497,9200,
seq_1100_72,6093123,108300,1500,10100,
seq_1100_73,6099003,107300,1492,9400,
seq_1100_74,6104922,108000,1500,10900,
seq_1100_75,6110837,114600,1500,9400,
seq_1100_76,6116712,108800,1500,9400,
seq_1100_77,6122590,107600,1499,9300,
seq_1100_78,6128464,110500,1499,18800,
seq_1100_79,6134331,108500,1500,9100,
seq_1100_80,6140245,123000,1499,10900,
seq_1100_81,6146109,108200,1499,9500,
seq_1100_82,6151959,107300,1493,19400,
seq_1100_83,6157854,107600,1499,9300,
seq_1100_84,6163773,107000,1497,10100,
seq_1100_85,6169643,148300,1497,26600,
seq_1100_86,6175554,106200,1499,18200,
seq_1100_87,6181434,107600,1499,9300,
seq_1100_88,6187332,107100,1499,10400,
seq_1100_89,6193218,155600,1500,9800,
seq_1100_90,6199088,245300,1498,29300,
seq_1100_91,6204979,107200,1500,9200,
seq_1100_92,6210872,111200,1500,9300,
seq_1100_93,6216751,109500,1500,9400,
seq_1100_94,6222629,111100,1499,11300,
seq_1100_95,6228486,158100,1500,10000,
seq_1100_96,6234381,106100,1499,9600,
seq_1100_97,6240271,106800,1496,9900,
seq_1100_98,6246172,106200,1497,19400,
seq_1100_99,6252063,112000,1495,9300,
seq_1150_0,6258269,114000,1500,10100,
seq_1150_1,6264462,112200,1500,9800,
seq_1150_2,6270651,114400,1500,9300,
seq_1150_3,6276850,113500,1500,11100,
seq_1150_4,6283037,112500,1499,9200,
seq_1150_5,6289246,114200,1500,9600,
seq_1150_6,6295454,114100,1498,11100,
seq_1150_7,6301641,111700,1499,9700,
seq_1150_8,6307882,114200,1498,10200,
seq_1150_9,6314113,114600,1499,9800,
seq_1150_10,6320309,114100,1500,9400,
seq_1150_11,6326500,117100,1500,9400,
seq_1150_12,6332672,111800,1500,10200,
seq_1150_13,6338894,113600,1500,9400,
seq_1150_14,6345116,112600,1500,9500,
seq_1150_15,6351303,114000,1496,9600,
seq_1150_16,6357538,115100,1495,10600,
seq_1150_17,6363703,112900,1500,10000,
seq_1150_18,6369910,131200,1500,11600,
seq_1150_19,6376118,114900,1497,10300,
seq_1150_20,6382304,112700,1499,10000,
seq_1150_21,6388487,117000,1497,19600,
seq_1150_22,6394681,113400,1500,9600,
seq_1150_23,6400904,172900,1499,10100,
seq_1150_24,6407082,113500,1497,10000,
seq_1150_25,6413266,113700,1498,9600,
seq_1150_26,6419461,115800,1497,10000,
seq_1150_27,6425661,113700,1497,9900,
seq_1150_28,6431859,125600,1498,15700,
seq_1150_29,6438067,113100,1496,9500,
seq_1150_30,6444284,113800,1500,9500,
seq_1150_31,6450442,118400,1500,11900,
seq_1150_32,6456623,132600,1498,10000,
seq_1150_33,6462855,113900,1500,10400,
seq_1150_34,6469042,114100,1498,10100,
seq_1150_35,6475225,272100,1500,19800,
seq_1150_36,6481432,121300,1498,9800,
seq_1150_37,6487600,115800,1494,10500,
seq_1150_38,6493820,112800,1500,9100,
seq_1150_39,6500059,114500,1496,9200,
seq_1150_40,6506246,226100,1498,10300,
seq_1150_41,6512423,117800,1495,10400,
seq_1150_42,6518612,113000,1498,10400,
seq_1150_43,6524804,113300,1500,9900,
seq_1150_44,6531034,114500,1497,11400,
seq_1150_45,6537234,124000,1500,15100,
seq_1150_46,6543439,113200,1498,10000,
seq_1150_47,6549672,113700,1499,10000,
seq_1150_48,6555898,113800,1497,9900,
seq_1150_49,6562095,112600,1498,11600,
seq_1150_50,6568299,120100,1499,10200,
seq_1150_51,6574505,113500,1500,9500,
seq_1150_52,6580743,113600,1498,10000,
seq_1150_53,6586943,113400,1499,10300,
seq_1150_54,6593134,117900,1495,8700,
seq_1150_55,6599363,118000,1500,10100,
seq_1150_56,6605571,113900,1499,10600,
seq_1150_57,6611796,114700,1498,10300,
seq_1150_58,6618023,111400,1497,9700,
seq_1150_59,6624260,120300,1498,10400,
seq_1150_60,6630453,114900,1496,10000,
seq_1150_61,6636678,115100,1499,9600,
seq_1150_62,6642870,113900,1496,10300,
seq_1150_63,6649059,117300,1500,9100,
seq_1150_64,6655288,118900,1500,9100,
seq_1150_65,6661471,114000,1497,9900,
seq_1150_66,6667679,114100,1496,9500,
seq_1150_67,6673924,115100,1499,10500,
seq_1150_68,6680173,114400,1500,9500,
seq_1150_69,6686346,113600,1500,9400,
seq_1150_70,6692539,113800,1499,9900,
seq_1150_71,6698754,115600,1496,9500,
seq_1150_72,6704949,117000,1500,9600,
seq_1150_73,6711212,115200,1500,10600,
seq_1150_74,6717431,113000,1500,11000,
seq_1150_75,6723610,113700,1500,10100,
seq_1150_76,6729805,111800,1500,11300,
seq_1150_77,6735992,224000,1498,19400,
seq_1150_78,6742151,113200,1499,9800,
seq_1150_79,6748357,115000,1497,9500,
seq_1150_80,6754549,114800,1497,10000,
seq_1150_81,6760730,113100,1500,9800,
seq_1150_82,6766928,124800,1500,9800,
seq_1150_83,6773130,116500,1500,10400,
seq_1150_84,6779313,114600,1500,11000,
seq_1150_85,6785513,113700,1499,10000,
seq_1150_86,6791706,179000,1499,15700,
seq_1150_87,6797887,113400,1499,10700,
seq_1150_88,6804094,113900,1500,9900,
seq_1150_89,6810270,115900,1498,10700,
seq_1150_90,6816446,113600,1497,11400,
seq_1150_91,6822632,132400,1498,17500,
seq_1150_92,6828814,113700,1500,10200,
seq_1150_93,6835019,258800,1499,20200,
seq_1150_94,6841236,116000,1500,10800,
seq_1150_95,6847440,117200,1500,10900,
seq_1150_96,6853645,113800,1498,10500,
seq_1150_97,6859844,112300,1500,9600,
seq_1150_98,6866013,126600,1499,15400,
seq_1150_99,6872203,262600,1499,20400,
seq_1200_0,6878717,121200,1498,10600,
seq_1200_1,6885196,119400,1494,10800,
seq_1200_2,6891708,274000,1498,19700,
seq_1200_3,6898240,118700,1499,10400,
seq_1200_4,6904763,121100,1500,10700,
seq_1200_5,6911285,120000,1500,10500,
seq_1200_6,6917823,119300,1500,10200,
seq_1200_7,6924297,125800,1500,9800,
seq_1200_8,6930805,272500,1500,21200,
seq_1200_9,6937334,121800,1500,10500,
seq_1200_10,6943866,120000,1500,10300,
seq_1200_11,6950394,122900,1498,9600,
seq_1200_12,6956911,123800,1495,17200,
seq_1200_13,6963372,121300,1500,10400,
seq_1200_14,6969915,118800,1499,10400,
seq_1200_15,6976422,119500,1495,10600,
seq_1200_16,6982938,120000,1498,10500,
seq_1200_17,6989448,118900,1498,11100,
seq_1200_18,6995985,118000,1498,10500,
seq_1200_19,7002512,121200,1499,10700,
seq_1200_20,7009032,122300,1500,10600,
seq_1200_21,7015554,268100,1499,23800,
seq_1200_22,7022085,117400,1500,10700,
seq_1200_23,7028571,125600,1500,9200,
seq_1200_24,7035092,119900,1500,10200,
seq_1200_25,7041604,119100,1496,10700,
seq_1200_26,7048144,124300,1498,10200,
seq_1200_27,7054670,119900,1500,10200,
seq_1200_28,7061172,119000,1497,11600,
seq_1200_29,7067667,122000,1493,10700,
seq_1200_30,7074181,121000,1498,11300,
seq_1200_31,7080709,120000,1497,10600,
seq_1200_32,7087229,119200,1492,9800,
seq_1200_33,7093726,117600,1499,10200,
seq_1200_34,7100250,117000,1500,10400,
seq_1200_35,7106778,120600,1500,9700,
seq_1200_36,7113248,122600,1499,9400,
seq_1200_37,7119745,118600,1500,10100,
seq_1200_38,7126265,120600,1499,10400,
seq_1200_39,7132787,120000,1500,10900,
seq_1200_40,7139306,167400,1498,10300,
seq_1200_41,7145807,121300,1497,10500,
seq_1200_42,7152326,117900,1497,11100,
seq_1200_43,7158843,120200,1497,11400,
seq_1200_44,7165351,124000,1500,10300,
seq_1200_45,7171873,154200,1499,10600,
seq_1200_46,7178351,118600,1499,10600,
seq_1200_47,7184847,120700,1500,10000,
seq_1200_48,7191339,120200,1497,10600,
seq_1200_49,7197888,124100,1500,10300,
seq_1200_50,7204417,127700,1496,12300,
seq_1200_51,7210969,124500,1498,10200,
seq_1200_52,7217461,118600,1499,10100,
seq_1200_53,7223976,120200,1500,10600,
seq_1200_54,7230510,118000,1499,10000,
seq_1200_55,7237067,122800,1497,10900,
seq_1200_56,7243589,119700,1499,10600,
seq_1200_57,7250090,126400,1500,10400,
seq_1200_58,7256602,119000,1499,10300,
seq_1200_59,7263093,126100,1497,9900,
seq_1200_60,7269615,116900,1500,11100,
seq_1200_61,7276124,117700,1494,10100,
seq_1200_62,7282669,119700,1498,10200,
seq_1200_63,7289212,120400,1500,10500,
seq_1200_64,7295712,121900,1500,11600,
seq_1200_65,7302267,118300,1500,11100,
seq_1200_66,7308779,120000,1500,10600,
seq_1200_67,7315287,119800,1497,10400,
seq_1200_68,7321801,125400,1499,9900,
seq_1200_69,7328305,119100,1500,9300,
seq_1200_70,7334824,120300,1497,10100,
seq_1200_71,7341346,120400,1500,10100,
seq_1200_72,7347854,120100,1499,10500,
seq_1200_73,7354384,124700,1500,10100,
seq_1200_74,7360943,122400,1497,9900,
seq_1200_75,7367457,123700,1499,9900,
seq_1200_76,7374006,123300,1497,9400,
seq_1200_77,7380531,291300,1499,19800,
seq_1200_78,7387056,122200,1500,9300,
seq_1200_79,7393588,126500,1499,9700,
seq_1200_80,7400106,118100,1499,10100,
seq_1200_81,7406649,120200,1497,10300,
seq_1200_82,7413178,117400,1500,9900,
seq_1200_83,7419679,118400,1499,9600,
seq_1200_84,7426189,120500,1498,9800,
seq_1200_85,7432707,118300,1498,10400,
seq_1200_86,7439242,117800,1500,10000,
seq_1200_87,7445733,121500,1499,10700,
seq_1200_88,7452270,121100,1497,9700,
seq_1200_89,7458791,119800,1498,10100,
seq_1200_90,7465307,120000,1496,11100,
seq_1200_91,7471829,120500,1499,13400,
seq_1200_92,7478368,121700,1498,9100,
seq_1200_93,7484900,120800,1500,10300,
seq_1200_94,7491413,117900,1500,10800,
seq_1200_95,7497920,121300,1498,9900,
seq_1200_96,7504430,119400,1500,9900,
seq_1200_97,7510950,120100,1497,10200,
seq_1200_98,7517464,118600,1498,10600,
seq_1200_99,7523955,122800,1500,10300,
seq_1250_0,7530790,129700,1497,9500,
seq_1250_1,7537628,341900,1499,10600,
seq_1250_2,7544475,127500,1498,10300,
seq_1250_3,7551323,126600,1500,11800,
seq_1250_4,7558161,124000,1500,10300,
seq_1250_5,7564990,130500,1499,10900,
seq_1250_6,7571824,132600,1497,11300,
seq_1250_7,7578663,125400,1499,10200,
seq_1250_8,7585531,124700,1497,11000,
seq_1250_9,7592372,126500,1498,10600,
seq_1250_10,7599202,134100,1497,10500,
seq_1250_11,7606039,124600,1497,10400,
seq_1250_12,7612891,131300,1494,9600,
seq_1250_13,7619728,127900,1500,9800,
seq_1250_14,7626567,131500,1500,10900,
seq_1250_15,7633395,125900,1499,11000,
seq_1250_16,7640187,126800,1500,10300,
seq_1250_17,7647036,126300,1496,11100,
seq_1250_18,7653852,139900,1500,12100,
seq_1250_19,7660717,132300,1500,11800,
seq_1250_20,7667574,125900,1498,10400,
seq_1250_21,7674397,125100,1499,10400,
seq_1250_22,7681213,167000,1497,9900,
seq_1250_23,7688048,128300,1499,10100,
seq_1250_24,7694911,127500,1499,12200,
seq_1250_25,7701777,125500,1500,11100,
seq_1250_26,7708644,124600,1500,11600,
seq_1250_27,7715465,125100,1499,11100,
seq_1250_28,7722308,283700,1499,13500,
seq_1250_29,7729161,126200,1498,10600,
seq_1250_30,7736000,124500,1500,9900,
seq_1250_31,7742857,125600,1500,11700,
seq_1250_32,7749659,124600,1499,10900,
seq_1250_33,7756494,125700,1494,11300,
seq_1250_34,7763353,124900,1498,10000,
seq_1250_35,7770179,124900,1500,10800,
seq_1250_36,7777021,125800,1500,10500,
seq_1250_37,7783839,132400,1499,11100,
seq_1250_38,7790624,121900,1500,10800,
seq_1250_39,7797438,128200,1495,10000,
seq_1250_40,7804271,124500,1498,10900,
seq_1250_41,7811118,123300,1499,10100,
seq_1250_42,7817971,123600,1500,10000,
seq_1250_43,7824791,284200,1498,20500,
seq_1250_44,7831628,125500,1497,10800,
seq_1250_45,7838501,125200,1498,10200,
seq_1250_46,7845348,126300,1498,10500,
seq_1250_47,7852187,124200,1499,14200,
seq_1250_48,7859037,123900,1500,10500,
seq_1250_49,7865885,125100,1500,10900,
seq_1250_50,7872733,125900,1500,11600,
seq_1250_51,7879562,124600,1500,10700,
seq_1250_52,7886406,127900,1499,10200,
seq_1250_53,7893240,124600,1500,10800,
seq_1250_54,7900096,124700,1498,12500,
seq_1250_55,7906919,124600,1500,11500,
seq_1250_56,7913761,125000,1500,10600,
seq_1250_57,7920666,152400,1500,10600,
seq_1250_58,7927506,125200,1498,10600,
seq_1250_59,7934350,125900,1499,11300,
seq_1250_60,7941185,282500,1500,20400,
seq_1250_61,7948050,124900,1500,12400,
seq_1250_62,7954913,124400,1500,10800,
seq_1250_63,7961801,124100,1499,10700,
seq_1250_64,7968648,124500,1499,10200,
seq_1250_65,7975516,122300,1497,10800,
seq_1250_66,7982370,124700,1500,11500,
seq_1250_67,7989210,124800,1500,11300,
seq_1250_68,7996065,127700,1500,11900,
seq_1250_69,8002883,129200,1500,10700,
seq_1250_70,8009715,128600,1497,10400,
seq_1250_71,8016544,123000,1496,11100,
seq_1250_72,8023354,126300,1499,11300,
seq_1250_73,8030139,136300,1496,10400,
seq_1250_74,8036947,124500,1499,11100,
seq_1250_75,8043834,130900,1500,10900,
seq_1250_76,8050655,127000,1499,10600,
seq_1250_77,8057499,128400,1493,12700,
seq_1250_78,8064309,127100,1498,11800,
seq_1250_79,8071159,124200,1499,10800,
seq_1250_80,8078008,124200,1493,10100,
seq_1250_81,8084818,132000,1499,11100,
seq_1250_82,8091651,131300,1500,10300,
seq_1250_83,8098493,127200,1497,11000,
seq_1250_84,8105345,125100,1499,12300,
seq_1250_85,8112159,126200,1499,10800,
seq_1250_86,8119013,130800,1500,10800,
seq_1250_87,8125872,124900,1499,11400,
seq_1250_88,8132704,124600,1499,10400,
seq_1250_89,8139505,124900,1500,10300,
seq_1250_90,8146373,124900,1498,10300,
seq_1250_91,8153260,124700,1498,11300,
seq_1250_92,8160077,123400,1500,13600,
seq_1250_93,8166898,124500,1498,10300,
seq_1250_94,8173712,131600,1499,9900,
seq_1250_95,8180524,124500,1498,11000,
seq_1250_96,8187375,130200,1500,9900,
seq_1250_97,8194212,122800,1500,11000,
seq_1250_98,8201074,128900,1500,9500,
seq_1250_99,8207873,127100,1497,10500,
seq_1300_0,8215031,130100,1499,11000,
seq_1300_1,8222200,136100,1499,10600,
seq_1300_2,8229336,130100,1497,10500,
seq_1300_3,8236534,135500,1499,10100,
seq_1300_4,8243666,129800,1498,11900,
seq_1300_5,8250860,132100,1496,11800,
seq_1300_6,8257969,128400,1500,10600,
seq_1300_7,8265125,131000,1500,10800,
seq_1300_8,8272238,130500,1494,10700,
seq_1300_9,8279409,129200,1500,10200,
seq_1300_10,8286602,133700,1497,10200,
seq_1300_11,8293758,131300,1494,10300,
seq_1300_12,8300931,137100,1497,9900,
seq_1300_13,8308105,131100,1499,9700,
seq_1300_14,8315267,130200,1499,10900,
seq_1300_15,8322401,130500,1498,10400,
seq_1300_16,8329573,158800,1500,10900,
seq_1300_17,8336772,132600,1500,10600,
seq_1300_18,8343918,133700,1500,11100,
seq_1300_19,8351085,136900,1500,10200,
seq_1300_20,8358265,192800,1499,22200,
seq_1300_21,8365427,131700,1499,11500,
seq_1300_22,8372601,132600,1498,10200,
seq_1300_23,8379718,219800,1494,72900,
seq_1300_24,8386882,133400,1496,11600,
seq_1300_25,8394021,133400,1499,10900,
seq_1300_26,8401177,129500,1500,11700,
seq_1300_27,8408329,132000,1498,11300,
seq_1300_28,8415483,155000,1499,16700,
seq_1300_29,8422650,131600,1498,11000,
seq_1300_30,8429828,131000,1500,11400,
seq_1300_31,8436968,130700,1499,10400,
seq_1300_32,8444125,138800,1500,12300,
seq_1300_33,8451291,130700,1500,10800,
seq_1300_34,8458438,130700,1499,10700,
seq_1300_35,8465611,131300,1497,12000,
seq_1300_36,8472790,166900,1498,11900,
seq_1300_37,8479927,130400,1498,11600,
seq_1300_38,8487070,130600,1500,12200,
seq_1300_39,8494255,130600,1499,11700,
seq_1300_40,8501420,165000,1498,10600,
seq_1300_41,8508628,130500,1499,12000,
seq_1300_42,8515791,129300,1491,11000,
seq_1300_43,8522936,129300,1500,11300,
seq_1300_44,8530120,202600,1500,13700,
seq_1300_45,8537309,131200,1498,11100,
seq_1300_46,8544464,133400,1497,10800,
seq_1300_47,8551662,133300,1497,11000,
seq_1300_48,8558813,131400,1500,10500,
seq_1300_49,8565947,136500,1498,10900,
seq_1300_50,8573110,131200,1500,11100,
seq_1300_51,8580245,130400,1499,11800,
seq_1300_52,8587460,132700,1500,10700,
seq_1300_53,8594587,130500,1498,11500,
seq_1300_54,8601771,130000,1498,10400,
seq_1300_55,8608963,131000,1498,11300,
seq_1300_56,8616132,131300,1494,10300,
seq_1300_57,8623284,131200,1500,11300,
seq_1300_58,8630446,132500,1500,11600,
seq_1300_59,8637609,131800,1496,10900,
seq_1300_60,8644748,133600,1500,10300,
seq_1300_61,8651900,130200,1494,11500,
seq_1300_62,8659074,132400,1500,11200,
seq_1300_63,8666248,133100,1500,12100,
seq_1300_64,8673414,132100,1499,10900,
seq_1300_65,8680587,130900,1497,11500,
seq_1300_66,8687748,133800,1500,10000,
seq_1300_67,8694930,131400,1496,11600,
seq_1300_68,8702113,273800,1498,10100,
seq_1300_69,8709271,135700,1499,11200,
seq_1300_70,8716427,129600,1498,12400,
seq_1300_71,8723579,129800,1500,11600,
seq_1300_72,8730718,136100,1497,10200,
seq_1300_73,8737872,129900,1500,11000,
seq_1300_74,8745054,131500,1499,12000,
seq_1300_75,8752214,133800,1498,14000,
seq_1300_76,8759374,178700,1499,12600,
seq_1300_77,8766542,137300,1499,11200,
seq_1300_78,8773703,133300,1500,10400,
seq_1300_79,8780892,299500,1499,23800,
seq_1300_80,8788035,137800,1499,11100,
seq_1300_81,8795217,137400,1497,12400,
seq_1300_82,8802398,132500,1500,11000,
seq_1300_83,8809563,321100,1500,21400,
seq_1300_84,8816733,185800,1500,12000,
seq_1300_85,8823892,130300,1499,11600,
seq_1300_86,8831057,133100,1499,10800,
seq_1300_87,8838234,131900,1497,11400,
seq_1300_88,8845419,136700,1497,11300,
seq_1300_89,8852547,130700,1500,11800,
seq_1300_90,8859721,129600,1500,11400,
seq_1300_91,8866863,132100,1498,11400,
seq_1300_92,8874027,135800,1499,10600,
seq_1300_93,8881204,131400,1499,11200,
seq_1300_94,8888369,131400,1500,11600,
seq_1300_95,8895550,130000,1495,11800,
seq_1300_96,8902730,135400,1499,11300,
seq_1300_97,8909926,131600,1499,11800,
seq_1300_98,8917072,131600,1499,11400,
seq_1300_99,8924237,130800,1500,12700,
seq_1350_0,8931739,136600,1499,11900,
seq_1350_1,8939239,142000,1498,11400,
seq_1350_2,8946747,137900,1500,12600,
seq_1350_3,8954193,136900,1500,11800,
seq_1350_4,8961693,136700,1498,11100,
seq_1350_5,8969159,144500,1499,11300,
seq_1350_6,8976671,136600,1490,12000,
seq_1350_7,8984170,135700,1497,13200,
seq_1350_8,8991664,139800,1497,12600,
seq_1350_9,8999130,140400,1498,10800,
seq_1350_10,9006578,137200,1500,12500,
seq_1350_11,9014079,135700,1500,11500,
seq_1350_12,9021581,136800,1499,11600,
seq_1350_13,9029086,310900,1499,22300,
seq_1350_14,9036569,137200,1500,10800,
seq_1350_15,9044048,141300,1496,11300,
seq_1350_16,9051545,137700,1497,13800,
seq_1350_17,9059029,141200,1498,10800,
seq_1350_18,9066505,136700,1499,11000,
seq_1350_19,9074011,140600,1500,11300,
seq_1350_20,9081470,139100,1499,10700,
seq_1350_21,9088951,142600,1498,11200,
seq_1350_22,9096443,138800,1500,13300,
seq_1350_23,9103957,137400,1499,12000,
seq_1350_24,9111468,146600,1499,10600,
seq_1350_25,9118962,138300,1498,11000,
seq_1350_26,9126446,140800,1498,11600,
seq_1350_27,9133939,136800,1498,11900,
seq_1350_28,9141448,258300,1499,11900,
seq_1350_29,9148921,140300,1499,11400,
seq_1350_30,9156379,138800,1500,12900,
seq_1350_31,9163883,138000,1499,11500,
seq_1350_32,9171362,138200,1500,11800,
seq_1350_33,9178836,135300,1498,10500,
seq_1350_34,9186355,139300,1500,11400,
seq_1350_35,9193826,262600,1498,11200,
seq_1350_36,9201285,135700,1500,12000,
seq_1350_37,9208767,138100,1499,12400,
seq_1350_38,9216236,141900,1497,12100,
seq_1350_39,9223744,141800,1496,13000,
seq_1350_40,9231245,136500,1498,12200,
seq_1350_41,9238785,136300,1497,12500,
seq_1350_42,9246286,143400,1498,15600,
seq_1350_43,9253777,139900,1499,12200,
seq_1350_44,9261266,137100,1500,11500,
seq_1350_45,9268768,137800,1498,11100,
seq_1350_46,9276309,139700,1498,11200,
seq_1350_47,9283816,138600,1497,13700,
seq_1350_48,9291335,137300,1498,11300,
seq_1350_49,9298836,136500,1498,11700,
seq_1350_50,9306320,141800,1499,11500,
seq_1350_51,9313814,139600,1499,19500,
seq_1350_52,9321292,138100,1499,10700,
seq_1350_53,9328795,136400,1497,11000,
seq_1350_54,9336316,141900,1496,11800,
seq_1350_55,9343826,139000,1499,10700,
seq_1350_56,9351321,137100,1498,11500,
seq_1350_57,9358819,136700,1497,12500,
seq_1350_58,9366325,134900,1499,11000,
seq_1350_59,9373813,138300,1500,11100,
seq_1350_60,9381315,136000,1498,11700,
seq_1350_61,9388816,140700,1500,10600,
seq_1350_62,9396314,136500,1500,12600,
